"id","forklift_id","tanggal","pekerjaan","recommendation","next_pm","report_no","scanned_document","created_at","updated_at","deleted_at"
"1006","54","2024-02-29","<p>bongkar control valve, bongkar cylinder steering, bongkar ban belakang.</p>",NULL,NULL,"170",NULL,"2024-12-27 07:47:10","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1007","25","2024-02-29","<p>1. ganti brake wheel x2 2. ganti brake cable kanan x1</p>",NULL,NULL,"169",NULL,"2024-12-27 07:47:10","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1008","84","2024-02-29","<p>repair kabel stater,fuse 10A 1PC</p>",NULL,NULL,"168",NULL,"2024-12-27 07:47:10","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1009","60","2024-02-29","<p>pm, oli mesin, filter oli, filter solar. recomend, next pm harus ganti saringan udara.</p>",NULL,NULL,"167",NULL,"2024-12-27 07:47:10","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1010","8","2024-02-28","<p>ganti brake wheel RH ganti brake cable LH ganti Per kopling</p>",NULL,NULL,"166",NULL,"2024-12-27 07:47:10","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1011","25","2024-02-28","<p>ganti brake master, next job check rem kiri kanan ada abnormalitas</p>",NULL,NULL,"165",NULL,"2024-12-27 07:47:10","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1012","13","2024-02-28","<p>pm, oli mesin, filter oli, filter solar, saringan udara, bola lampu H3 1PC, bola lampu mundur 1PC,  recomend lampu kota ada sot.</p>",NULL,NULL,"164",NULL,"2024-12-27 07:47:11","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1013","54","2024-02-28","<p>check forklift, karet cover klep bocor, control valve bocor, cylinder steering bocor, ban belakang gundul, bushing pedal kopling habis.</p>",NULL,NULL,"163",NULL,"2024-12-27 07:47:11","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1014","4","2024-02-28","<p>pm, oli mesin, filter oli, filter solar, bola lampu h3 1pc, oli transmisi 1ltr. recomend, ban depan sudah gundul.</p>",NULL,NULL,"162",NULL,"2024-12-27 07:47:11","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1015","25","2024-02-28","<p>laporan lampu depan mati, ada korslet pada harness lampu (LH)  preventive maintenance</p>",NULL,NULL,"161",NULL,"2024-12-27 07:47:11","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1016","90","2024-02-28","<p>chek forklift air cepat kurang dan air radiator ada indikasi bercampur oli mesin  hasil pengecekan : ada indikasi head gasket bocor.</p>",NULL,NULL,"160",NULL,"2024-12-27 07:47:11","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1017","2","2024-02-27","<p>pm, oli mesin, filter oli, filter solar.</p>",NULL,NULL,"159",NULL,"2024-12-27 07:47:11","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1018","6","2024-02-27","<p>pm, oli mesin, filter oli, filter solar, bola lampu kota 1pc, apar 1pc</p>",NULL,NULL,"158",NULL,"2024-12-27 07:47:11","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1019","5","2024-02-27","<p>pm, oli mesin, filter oli, filter solar. recomend, ban sudah gundul, rem bunyik.</p>",NULL,NULL,"157",NULL,"2024-12-27 07:47:11","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1020","1","2024-02-27","<p>pm, ol mesin, filter oli, bola lampu rem 1pc, bola lampu munndur 1pc. recomennd, ban sudsh gundul 4pc, inching transmisi rembes.</p>",NULL,NULL,"156",NULL,"2024-12-27 07:47:11","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1021","3","2024-02-27","<p>pm, oli mesin, filter oli, filter solar, stel rem. recomend, ban belakang gundul, pemanas tak hidup.</p>",NULL,NULL,"155",NULL,"2024-12-27 07:47:11","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1022","55","2024-02-26","<p>repair starter dan ganti automat starter.</p>",NULL,NULL,"154",NULL,"2024-12-27 07:47:11","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1023","49","2024-02-26","<p>1. pasang spring kabin 1PC. 2. per pedal kopling 1PC.</p>",NULL,NULL,"153",NULL,"2024-12-27 07:47:12","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1024","49","2024-02-26","<p>service rem sebelah kanan. 1. breake wheel 2PC. 2. kampas rem 2PC. 3. hub seal as roda 1PC. 4. baut breake wheel 4PC.</p>",NULL,NULL,"152",NULL,"2024-12-27 07:47:12","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1025","64","2024-02-26","<p>gas tak normal, recomend, ganti tali gas</p>",NULL,NULL,"151",NULL,"2024-12-27 07:47:12","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1026","50","2024-02-23","<p>pasang per pedal kopling.</p>",NULL,NULL,"150",NULL,"2024-12-27 07:47:12","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1027","51","2024-02-23","<p>service rem sebelah kanan. 1. breake wheel 1pc. 2. kampas rem 2pc. 3. mangkok air 30B 1pc</p>",NULL,NULL,"149",NULL,"2024-12-27 07:47:12","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1028","90","2024-02-26","<p>1. ganti sealkit main lift x1set 2. tambah plate bearing bracket mast x4pcs</p>",NULL,NULL,"148",NULL,"2024-12-27 07:47:12","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1029","38","2024-02-24","<p>PM Setel Rem</p>","<p>cylinder steering sealkit control valve seal kit</p>",NULL,"147",NULL,"2024-12-27 07:47:12","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1030","90","2024-02-24","<p>ganti thermostat air</p>",NULL,NULL,"146",NULL,"2024-12-27 07:47:12","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1031","84","2024-02-23","<p>ganti fuse 80A</p>",NULL,NULL,"145",NULL,"2024-12-27 07:47:12","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1032","61","2024-02-23","<p>pasang hose lifting</p>",NULL,NULL,"144",NULL,"2024-12-27 07:47:12","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1033","46","2024-02-23","<p>ganti sealkit control valve (control valve ex:ps186)</p>",NULL,NULL,"143",NULL,"2024-12-27 07:47:13","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1034","81","2024-02-22","<p>forklift tak mau maju mundur, service kabel maju mundur, fuse 10A 1PCS.</p>",NULL,NULL,"142",NULL,"2024-12-27 07:47:13","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1035","81","2024-02-21","<p>pasang fuse 80A, ganti kepala aki negatif. recomend, forklift tak mau maju mundur.</p>",NULL,NULL,"141",NULL,"2024-12-27 07:47:13","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1036","46","2024-02-22","<p>1. ganti power steering (ex ps461) 2. ganti karet control valve 3. ganti kunci kontak 4. pasang cylinder steering</p>",NULL,NULL,"140",NULL,"2024-12-27 07:47:13","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1037","81","2024-02-20","<p>forklift tak mauj hidup, fuse 10A 2PCS, buang angin, recomend, fuse 80A putus.</p>",NULL,NULL,"139",NULL,"2024-12-27 07:47:13","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1038","51","2024-02-20","<p>pm, oli mesin , filter oli, filter solar, saringan udara, stel rem. recomend, mangkok air bocor, tilt cyllinder rembes, oli hydrolic hitam, power steering bocor, control valve bocor, rem blong.</p>",NULL,NULL,"138",NULL,"2024-12-27 07:47:13","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1039","49","2024-02-20","<p>Pm, oli mesin, filter oli, filter solar, saringan udara, oli hydrolic 20LTR.  recomend, ban sudah gundul 4PCS, power steering bocor, control valve bocor, pompa hydrolic bocor.""</p>",NULL,NULL,"137",NULL,"2024-12-27 07:47:13","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1040","81","2024-02-22","<p>ganti batrai hella N100</p>",NULL,NULL,"136",NULL,"2024-12-27 07:47:13","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1041","49","2024-02-20","<p>pm, oli mesin, filter oli, filter solar, saringan udara, oli transmisi. recomend, seal transmisi bocor, tilt cylinder bocor, spring kabin patah, per pedal kopling patah, tali gas lengket.""</p>",NULL,NULL,"135",NULL,"2024-12-27 07:47:13","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1042","50","2024-02-21","<p>pm, oli mesin, filter oli, filter solar, saringan udara, stel beating, bla lampu rem 2pc, bola lampu mundur 1pc rercomend, per pedal kopling patah, ban belakang gundul.""""</p>",NULL,NULL,"134",NULL,"2024-12-27 07:47:13","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1043","7","2024-02-22","<p>kuras tanki solar, ganti pompa solar, ganti filter solar,</p>",NULL,NULL,"133",NULL,"2024-12-27 07:47:13","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1044","17","2024-02-21","<p>ganti hose transmisi 3mtr. tali hand breake sebelah kanan 1PC. oli transmisi 2LTR.</p>",NULL,NULL,"132",NULL,"2024-12-27 07:47:13","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1045","84","2024-02-21","<p>check forklift, dinamo cas tak isi, fuse 80A putus.</p>",NULL,NULL,"131",NULL,"2024-12-27 07:47:14","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1046","46","2024-02-21","<p>laporan forklift steering berat 1. buka cylinder steering for repair 2. PM</p>",NULL,NULL,"130",NULL,"2024-12-27 07:47:14","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1047","90","2024-02-21","<p>1. ganti spring clutch pedal 2. buka radiator (radiator sudah campur oli atf) 3. ganti pin steering dan bush LH 2pc 4. buka knuckle RH, dudukan bush sudah rusak, perlu bubut</p>",NULL,NULL,"129",NULL,"2024-12-27 07:47:14","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1048","61","2024-02-21","<p>pasang dinamo stater,ganti swich rem,bongkar hose lifting</p>",NULL,NULL,"128",NULL,"2024-12-27 07:47:14","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1049","61","2024-02-20","<p>bonkar dinamo stater</p>",NULL,NULL,"127",NULL,"2024-12-27 07:47:14","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1050","1","2024-02-20","<p>laporan forklift start panjang dan kurang tenaga  1. ganti fuel pump x1 2. ganti fuel filter x1 3. cleaning fuel tank x1</p>",NULL,NULL,"126",NULL,"2024-12-27 07:47:14","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1051","12","2024-02-19","<p>pasang altenator , service dari ps654</p>",NULL,NULL,"125",NULL,"2024-12-27 07:47:14","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1052","47","2024-02-19","<p>ganti lampu depan set x2 pasang strobe light x1</p>",NULL,NULL,"124",NULL,"2024-12-27 07:47:14","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1053","64","2024-02-19","<p>pm, oli mesin, fiter oli, filter solar, coolant 5ltr, recomand water pump goyang, saringan udara next pm waib ganti.</p>",NULL,NULL,"123",NULL,"2024-12-27 07:47:15","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1054","8","2024-02-19","<p>ganti srobe ligh,ganti bolam k2,ganti bolam k1,ganti mika lampu rem,dan bor dudukan strobe ligh</p>",NULL,NULL,"122",NULL,"2024-12-27 07:47:15","2024-12-27 08:07:39","2024-12-27 08:07:39"
"1055","81","2024-02-13","<p>check forklift, laporan forklift tidak dapat lifting dan tilt.  hasil pengecekan, hydraulic locked sensor, perlu repair wiring dan repair control valve</p>",NULL,NULL,"121",NULL,"2024-12-27 07:47:15","2024-12-27 08:07:38","2024-12-27 08:07:38"
"1056","62","2024-02-15","<p>Repair brake system 1. hub seal LH x1 2. bearing grease seal LH x1 3. brake master x1 4. brake wheel x2 5. brake shoe x4 6. brake fluid x1  ganti hand fuel pump x1 ganti hose cooler ATF x2pcs ganti bohlam rem x2pcs</p>",NULL,NULL,"120",NULL,"2024-12-27 07:47:15","2024-12-27 08:07:38","2024-12-27 08:07:38"
"1057","9","2024-02-15","<p>alternator rusak, aki lemah, pakai aki ps 654 sementara bawa dari bengkel</p>",NULL,NULL,"119",NULL,"2024-12-27 07:47:15","2024-12-27 08:07:38","2024-12-27 08:07:38"
"1058","81","2024-02-07","<p>1. ganti handle maju mundur</p>",NULL,NULL,"118",NULL,"2024-12-27 07:47:15","2024-12-27 08:07:38","2024-12-27 08:07:38"
"1059","1","2024-02-07","<p>ganti sealkit side shift, tambah oli hydrolic 5ltr</p>",NULL,NULL,"117",NULL,"2024-12-27 07:47:15","2024-12-27 08:07:38","2024-12-27 08:07:38"
"1060","17","2024-02-06","<p>pm, oli mesin, filter oli, filter solar, saringan udara, stel rem, recomend apar sudah mati, ban belakang gundul.</p>",NULL,NULL,"116",NULL,"2024-12-27 07:47:15","2024-12-27 08:07:38","2024-12-27 08:07:38"
"1061","30","2024-02-06","<p>pm, oli mesin, filter oli, filter solar, saringan udara, bola lampu kaki satu 1pc, stel bealting, recomend ban depan gundul, karet cover klep bocor, apar sudah mati.</p>",NULL,NULL,"115",NULL,"2024-12-27 07:47:15","2024-12-27 08:07:38","2024-12-27 08:07:38"
"1062","45","2024-02-06","<p>service alternator [pakai alternator punya ps186 yg ada di workshop] dan ganti belting kipas 47</p>",NULL,NULL,"114",NULL,"2024-12-27 07:47:16","2024-12-27 08:07:38","2024-12-27 08:07:38"
"1063","45","2024-02-05","<p>ganti selenoid injection pump,tambah oli mesin 1liter</p>",NULL,NULL,"113",NULL,"2024-12-27 07:47:16","2024-12-27 08:07:38","2024-12-27 08:07:38"
"1064","21","2024-02-05","<p>pm, oli mesin, filter oli, filter solar,fuse 30A 1pc, stel hand breake.</p>",NULL,NULL,"112",NULL,"2024-12-27 07:47:16","2024-12-27 08:07:38","2024-12-27 08:07:38"
"1065","64","2024-02-05","<p>forklift ada kebocoran oli   1.ganti seal valve cover x1 2.ganti seal kit hydraulic pump x1 3.o ring control valve transmission x8pcs 4. hose vapor cover valve 5. waterpump set x1 6. fan belt 47 x1 7. adjust hand brake x1</p>",NULL,NULL,"111",NULL,"2024-12-27 07:47:16","2024-12-27 08:07:38","2024-12-27 08:07:38"
"1066","51","2024-02-02","<p>stel rem, cek kampas rem masih tebal.</p>",NULL,NULL,"110",NULL,"2024-12-27 07:47:16","2024-12-27 08:07:38","2024-12-27 08:07:38"
"1067","19","2024-02-02","<p>selesai paintig</p>",NULL,NULL,"109",NULL,"2024-12-27 07:47:16","2024-12-27 08:07:38","2024-12-27 08:07:38"
"1068","81","2024-02-01","<p>Replace handle F/R (cancelled, barang salah)</p>",NULL,NULL,"108",NULL,"2024-12-27 07:47:16","2024-12-27 08:07:38","2024-12-27 08:07:38"
"1069","62","2024-01-31","<p>PM Rec : 1. hand fuel pump 2. brake master x1 3. brake wheel x2 4. brake shoe x4 5. bulb 1pin x2 6. hose cooler ATF</p>",NULL,NULL,"107",NULL,"2024-12-27 07:47:16","2024-12-27 08:07:38","2024-12-27 08:07:38"
"1070","61","2024-01-31","<p>PM Rec : 1. hose lifting (control valve to main lift pipe) 2. sw lampu rem</p>",NULL,NULL,"106",NULL,"2024-12-27 07:47:16","2024-12-27 08:07:38","2024-12-27 08:07:38"
"1071","59","2024-01-31","<p>PM</p>",NULL,NULL,"105",NULL,"2024-12-27 07:47:17","2024-12-27 08:07:38","2024-12-27 08:07:38"
"1072","82","2024-02-01","<p>service pm ganti oli mesin,filter oli,filter solar,filter udara dan bersihkan filter tanki solar</p>",NULL,NULL,"104",NULL,"2024-12-27 07:47:17","2024-12-27 08:07:38","2024-12-27 08:07:38"
"1073","64","2024-01-31","<p>pm, oli mesin, filter oli, filter solar, saringan udara, recomend water pump bocor, pompa hydrolic bocor, karet cpver klep bocor, seal, valve transmisi bocor, ban  belakang gundul.</p>",NULL,NULL,"103",NULL,"2024-12-27 07:47:17","2024-12-27 08:07:38","2024-12-27 08:07:38"
"1074","20","2024-01-31","<p>pm, oli mesin 8ltr, filter oli 1pc, filter solar 1pc, saringan udara 1pc, recomend lampu rotary mati, ban belakang sudah gundul</p>",NULL,NULL,"102",NULL,"2024-12-27 07:47:17","2024-12-27 08:07:37","2024-12-27 08:07:37"
"1075","7","2024-01-31","<p>ganti starter, ganti kunci kontak, oli mesin 8ltr, filter oli 1pc, filter solar 1pc, saringan udara 1pc.</p>",NULL,NULL,"101",NULL,"2024-12-27 07:47:17","2024-12-27 08:07:37","2024-12-27 08:07:37"
"1076","60","2024-01-30","<p>sevice pm ganti oli mesin,gsnti filter solar ori,ganti filter oli ori</p>",NULL,NULL,"100",NULL,"2024-12-27 07:47:17","2024-12-27 08:07:37","2024-12-27 08:07:37"
"1077","30","2024-01-30","<p>ganti lock garpu 1pc, ganti hose side shif 2pc dan setel rem</p>",NULL,NULL,"99",NULL,"2024-12-27 07:47:17","2024-12-27 08:07:42","2024-12-27 08:07:42"
"1078","9","2024-01-29","<p>stel rem, recomend per pedsl kopling patah.</p>",NULL,NULL,"98",NULL,"2024-12-27 07:47:17","2024-12-27 08:07:42","2024-12-27 08:07:42"
"1079","17","2024-01-29","<p>ganti sambungan rantai mast</p>",NULL,NULL,"97",NULL,"2024-12-27 07:47:17","2024-12-27 08:07:42","2024-12-27 08:07:42"
"1080","3","2024-01-29","<p>ganti aki.</p>",NULL,NULL,"96",NULL,"2024-12-27 07:47:17","2024-12-27 08:07:42","2024-12-27 08:07:42"
"1081","25","2024-01-27","<p>gannti hosse side shift 1pc</p>",NULL,NULL,"95",NULL,"2024-12-27 07:47:17","2024-12-27 08:07:42","2024-12-27 08:07:42"
"1082","64","2024-01-26","<p>ganti karet cover klep, saringan udara, recomend pemanas mati.</p>",NULL,NULL,"94",NULL,"2024-12-27 07:47:18","2024-12-27 08:07:42","2024-12-27 08:07:42"
"1083","24","2024-01-23","<p>selesai painting</p>",NULL,NULL,"93",NULL,"2024-12-27 07:47:18","2024-12-27 08:07:41","2024-12-27 08:07:41"
"1084","85","2024-01-24","<p>PM 1. oli 8L 2. filter oli 3. filter solar 4. filter udara 5. filter tank solar 6. adjust brake</p>",NULL,NULL,"92",NULL,"2024-12-27 07:47:18","2024-12-27 08:07:41","2024-12-27 08:07:41"
"1085","14","2024-01-26","<p>laporan rem kurang pakem 1. cleaning brake 2. adjust brake 3. ganti seal as roda depan</p>",NULL,NULL,"91",NULL,"2024-12-27 07:47:18","2024-12-27 08:07:41","2024-12-27 08:07:41"
"1086","2","2024-01-25","<p>pm, oli mesin, filter oli, filter solar.</p>",NULL,NULL,"90",NULL,"2024-12-27 07:47:18","2024-12-27 08:07:41","2024-12-27 08:07:41"
"1087","4","2024-01-24","<p>pm, oli mesin, filter oli, filter solar, bola lampu rem 1pc.</p>",NULL,NULL,"89",NULL,"2024-12-27 07:47:18","2024-12-27 08:07:41","2024-12-27 08:07:41"
"1088","3","2024-01-24","<p>pm, oli mesin, filter oli, filter solar, oli hydrolic 3ltr, bola lampu rem 1pc, o-ring conector power steering 2pc, recomend, rumah lampu sebelah kanan rusak, pemanas tak hidup.</p>",NULL,NULL,"88",NULL,"2024-12-27 07:47:18","2024-12-27 08:07:41","2024-12-27 08:07:41"
"1089","6","2024-01-24","<p>om, oli mesin, filter oli, filter solar, bola l,ampu depan H3 1PC. recomend karet cover klep bocor, apr expired bulan 2.</p>",NULL,NULL,"87",NULL,"2024-12-27 07:47:18","2024-12-27 08:07:41","2024-12-27 08:07:41"
"1090","1","2024-01-24","<p>pm, oi mesin, filter oli, recomend  side shift bocor, inching transmisi rembes.</p>",NULL,NULL,"86",NULL,"2024-12-27 07:47:18","2024-12-27 08:07:41","2024-12-27 08:07:41"
"1091","5","2024-01-24","<p>PM, oli mesin, filter oli, filter solar, recomend ban belakang gundul.</p>",NULL,NULL,"85",NULL,"2024-12-27 07:47:18","2024-12-27 08:07:41","2024-12-27 08:07:41"
"1092","81","2024-01-24","<p>laporan adan kebocoran oli steering bocor</p>",NULL,NULL,"84",NULL,"2024-12-27 07:47:18","2024-12-27 08:07:41","2024-12-27 08:07:41"
"1093","90","2024-01-24","<p>ganti ban depan 700-12 x2pcs recommend : 1. steering pin and bush x4 2. plate bearing bracket mast x4 3. radiator service x1 4. clutch pedal spring x1 5. main lift sealkit x1</p>",NULL,NULL,"83",NULL,"2024-12-27 07:47:18","2024-12-27 08:07:41","2024-12-27 08:07:41"
"1094","54","2024-01-23","<p>pasang bearing mast dan stel rantai mast</p>",NULL,NULL,"82",NULL,"2024-12-27 07:47:19","2024-12-27 08:07:41","2024-12-27 08:07:41"
"1095","1","2024-01-22","<p>1. ganti fuel pump 2. ganti filter</p>",NULL,NULL,"81",NULL,"2024-12-27 07:47:19","2024-12-27 08:07:41","2024-12-27 08:07:41"
"1096","51","2024-01-19","<p>ganti hand fuel pump 1pc</p>",NULL,NULL,"80",NULL,"2024-12-27 07:47:19","2024-12-27 08:07:41","2024-12-27 08:07:41"
"1097","4","2024-01-19","<p>1. las tabung tit cylinder sebelah kiri. 2. oring conector transmisi 1pc 3. tambah oli hydrolic 2ltr.""</p>",NULL,NULL,"79",NULL,"2024-12-27 07:47:20","2024-12-27 08:07:41","2024-12-27 08:07:41"
"1098","4","2024-01-18","<p>bongkar tilt cylinder, tabungnya bocor.</p>",NULL,NULL,"78",NULL,"2024-12-27 07:47:20","2024-12-27 08:07:41","2024-12-27 08:07:41"
"1099","38","2024-01-18","<p>1. ganti rumah lampu depan sebelah kanan 1pc. 2. fuse lampu depan 15ampere 1pc.""</p>",NULL,NULL,"77",NULL,"2024-12-27 07:47:20","2024-12-27 08:07:41","2024-12-27 08:07:41"
"1100","22","2024-01-17","<p>axle pedal gas di ambil untuk pasang ke ps 654 di alco""</p>",NULL,NULL,"76",NULL,"2024-12-27 07:47:20","2024-12-27 08:07:41","2024-12-27 08:07:41"
"1101","9","2024-01-17","<p>ganti axle pedal gas, recomend ;  1. pompa hydrolic bocor. 2. per pedal kopling patah. 3. stel rem.</p>",NULL,NULL,"75",NULL,"2024-12-27 07:47:20","2024-12-27 08:07:41","2024-12-27 08:07:41"
"1102","45","2024-01-16","<p>check forklift, baut handle control valve lepas</p>",NULL,NULL,"74",NULL,"2024-12-27 07:47:20","2024-12-27 08:07:41","2024-12-27 08:07:41"
"1103","51","2024-01-16","<p>kuras tanki solar, ganti flter solar, recomend pompa solar rusak</p>",NULL,NULL,"73",NULL,"2024-12-27 07:47:20","2024-12-27 08:07:41","2024-12-27 08:07:41"
"1104","79","2024-01-16","<p>ganti switch lampu rem</p>",NULL,NULL,"72",NULL,"2024-12-27 07:47:21","2024-12-27 08:07:41","2024-12-27 08:07:41"
"1105","13","2024-01-16","<p>laporan forklift tidak bisa start  1. ganti batrai  2. repair klakson</p>",NULL,NULL,"71",NULL,"2024-12-27 07:47:21","2024-12-27 08:07:41","2024-12-27 08:07:41"
"1106","64","2024-01-15","<p>check forklift, laporan forklift tidak bisa naik tinggi.  oli hidrolik kurang , isi oli hiirolik 15L (PS), 15L (Oli astoria)  recommend 1. hose steering cylinder 2pcs 2. hose power hydraulic pump to control valve 3.sealkit steering cylinder 1set 4.o ring connector hydraulic pump</p>",NULL,NULL,"70",NULL,"2024-12-27 07:47:21","2024-12-27 08:07:41","2024-12-27 08:07:41"
"1107","55","2024-01-14","<p>service pm ganti filter solar,filter oli,filter udara,oli mesin 15ltr,oli hydrolik 20ltr.dan ganti baut exhaus</p>",NULL,NULL,"69",NULL,"2024-12-27 07:47:21","2024-12-27 08:07:41","2024-12-27 08:07:41"
"1108","43","2024-01-12","<p>cleaning internal transmision parts</p>",NULL,NULL,"68",NULL,"2024-12-27 07:47:21","2024-12-27 08:07:41","2024-12-27 08:07:41"
"1109","64","2024-01-11","<p>pm,  oli mesin, filter oli, filter solar.  recomend karet cover clep bocor, ban belakang sudah gundul, saringan udara</p>",NULL,NULL,"67",NULL,"2024-12-27 07:47:21","2024-12-27 08:07:41","2024-12-27 08:07:41"
"1110","43","2024-01-11","<p>bongkar transmisi dan cleaning</p>",NULL,NULL,"66",NULL,"2024-12-27 07:47:21","2024-12-27 08:07:40","2024-12-27 08:07:40"
"1111","43","2024-01-10","<p>mulai pengangkatan transmisi , transmisi repair</p>",NULL,NULL,"65",NULL,"2024-12-27 07:47:21","2024-12-27 08:07:40","2024-12-27 08:07:40"
"1112","17","2024-01-09","<p>laporan forklift tidak bisa start, ganti fuse 30A</p>",NULL,NULL,"64",NULL,"2024-12-27 07:47:21","2024-12-27 08:07:40","2024-12-27 08:07:40"
"1113","85","2024-01-08","<p>cek forklift stater beratt</p>",NULL,NULL,"63",NULL,"2024-12-27 07:47:21","2024-12-27 08:07:40","2024-12-27 08:07:40"
"1114","3","2024-01-08","<p>ganti dinamo stater</p>",NULL,NULL,"62",NULL,"2024-12-27 07:47:21","2024-12-27 08:07:40","2024-12-27 08:07:40"
"1115","32","2024-01-06","<p>Ganti flter oli</p>",NULL,NULL,"61",NULL,"2024-12-27 07:47:22","2024-12-27 08:07:40","2024-12-27 08:07:40"
"1116","19","2024-01-08","<p>1. ganti lampu strobe light (led model) 2. ganti lock garpu 1pc</p>",NULL,NULL,"60",NULL,"2024-12-27 07:47:22","2024-12-27 08:07:40","2024-12-27 08:07:40"
"1117","19","2024-01-06","<p>Repair wiring dan instalasi lampu, install fuse dan relay safety</p>",NULL,NULL,"59",NULL,"2024-12-27 07:47:22","2024-12-27 08:07:40","2024-12-27 08:07:40"
"1118","47","2024-01-06","<p>Pm, oli mesin, filter oli, filter solar, saringan udara ganti aki bekas dari workshop, recomend cylinder steering bocor, kabin patah, seal transmisi bocor.</p>",NULL,NULL,"58",NULL,"2024-12-27 07:47:22","2024-12-27 08:07:40","2024-12-27 08:07:40"
"1119","37","2024-01-06","<p>Cuci radiator dan ganti tutup radiator</p>",NULL,NULL,"57",NULL,"2024-12-27 07:47:22","2024-12-27 08:07:40","2024-12-27 08:07:40"
"1120","37","2024-01-05","<p>Ganti seal kit cylinder steering sebelah kanan, cuman seal oli nya saja yang diganti, o-ring conector control valve.</p>",NULL,NULL,"56",NULL,"2024-12-27 07:47:22","2024-12-27 08:07:40","2024-12-27 08:07:40"
"1121","24","2024-01-05","<p>Potong rantai 1 mata , dan Isi oli gardan 4L</p>",NULL,NULL,"55",NULL,"2024-12-27 07:47:22","2024-12-27 08:07:40","2024-12-27 08:07:40"
"1122","24","2024-01-04","<p>Ganti kuningan klakson,ganti fuel pamp dn fuel filter,ganti swich rem</p>",NULL,NULL,"54",NULL,"2024-12-27 07:47:22","2024-12-27 08:07:40","2024-12-27 08:07:40"
"1123","38","2024-01-04","<p>Ganti ban belakang, ganti lampu depan sebelah kanan, fuse 15A</p>",NULL,NULL,"53",NULL,"2024-12-27 07:47:22","2024-12-27 08:07:40","2024-12-27 08:07:40"
"1124","30","2024-01-04","<p>Hose keluar dari rol, recomend ganti hose side shift panjang 250cm, ban depan koyak.</p>",NULL,NULL,"52",NULL,"2024-12-27 07:47:23","2024-12-27 08:07:40","2024-12-27 08:07:40"
"1125","61","2024-01-03","<p>Ganti mounting engine,mounting transmisi,swich oli dan repair wire alternator</p>",NULL,NULL,"51",NULL,"2024-12-27 07:47:23","2024-12-27 08:07:40","2024-12-27 08:07:40"
"1126","84","2024-01-03","<p>Hose tilt bocor, ganti hose</p>",NULL,NULL,"50",NULL,"2024-12-27 07:47:23","2024-12-27 08:07:40","2024-12-27 08:07:40"
"1127","25","2024-01-02","<p>Lampu rotary, lampu depan, swich rem, ban belakkang, per pedal kopling.</p>",NULL,NULL,"49",NULL,"2024-12-27 07:47:23","2024-12-27 08:07:40","2024-12-27 08:07:40"
"1128","24","2024-01-02","<p>Repair control valve hidrolik , ganti sealkit fullset</p>",NULL,NULL,"48",NULL,"2024-12-27 07:47:23","2024-12-27 08:07:40","2024-12-27 08:07:40"
